ClientID,TransactionFreq,AvgTransactionValue_USD,ProductA_holding,ProductB_holding,ProductC_holding,ProductD_holding,ServiceUsage_score,ChurnRiskScore
501027,15.81,315.67,0,0,0,0,6.13,32.9
501028,14.23,232.16,0,0,0,0,5.73,23.3
501029,17.47,112.08,0,1,0,0,5.29,26.88
501030,23.68,209.49,0,0,1,1,8.76,11.77
501031,14.5,243.52,0,0,1,0,8.09,28.33
501032,10.52,338.37,0,0,0,0,4.76,17.53
501033,26.05,255.64,0,1,0,0,8.6,16.72
501034,20.8,316.94,1,0,0,0,6.24,0.0
501035,25.06,205.48,1,0,1,0,5.4,14.94
501036,23.32,421.34,1,0,0,0,5.97,17.7
501037,33.26,311.4,0,1,0,1,5.09,13.16
501038,25.8,114.53,0,1,0,0,4.12,36.73
501039,12.93,472.34,1,0,0,1,7.9,10.24
501040,21.29,431.68,0,0,0,0,6.1,16.19
501041,14.1,284.19,0,1,0,1,7.61,25.96
501042,14.82,256.73,0,1,0,0,7.02,37.02
501043,8.11,547.77,0,0,0,0,7.49,25.77
501044,16.0,89.6,1,0,0,0,2.82,31.96
501045,21.82,435.42,0,0,0,0,4.94,35.92
501046,17.54,169.31,1,0,0,0,7.52,0.0
501047,10.3,401.81,0,0,0,0,4.21,26.29
501048,7.34,235.06,1,0,0,0,7.17,26.83
501049,32.78,111.05,1,0,0,0,4.0,20.27
501050,20.28,167.43,0,1,0,0,6.53,13.59
501051,12.23,385.9,0,0,0,0,9.4,12.26
501052,21.23,195.98,1,0,1,1,7.89,13.43
501053,33.32,156.31,0,0,0,0,3.17,44.61
501054,22.34,155.73,1,1,0,0,8.03,12.0
501055,1.0,313.21,0,0,0,0,9.78,13.05
501056,36.57,576.21,1,0,0,0,10.0,0.0
501057,5.06,67.77,1,0,0,0,7.36,11.23
501058,16.56,1026.6,0,0,0,0,4.04,19.65
501059,10.07,246.09,0,0,0,0,7.28,33.45
501060,12.82,302.7,0,1,1,0,9.37,0.0
501061,19.99,173.07,0,1,0,0,6.16,25.1
501062,3.5,219.58,1,0,0,1,8.38,18.98
501063,17.37,244.57,0,1,0,0,4.99,30.38
501064,26.03,123.55,1,0,0,0,7.17,12.07
501065,12.1,141.25,0,0,0,0,2.02,50.12
501066,8.27,422.06,0,0,0,0,4.79,22.03
501067,17.02,93.68,0,0,0,0,6.49,31.74
501068,15.63,280.39,0,0,0,1,5.85,23.82
501069,13.83,179.44,0,0,0,0,4.16,37.55
501070,9.68,129.7,0,1,0,0,5.6,41.25
501071,21.63,650.79,1,1,1,0,7.09,10.33
501072,22.17,130.15,0,0,0,0,6.34,35.43
501073,10.54,118.16,0,0,0,0,6.61,27.17
501074,11.51,198.5,1,0,0,0,7.82,19.19
501075,18.96,144.16,0,0,0,0,5.88,28.42
501076,11.25,220.77,1,0,0,1,8.95,7.42
501077,19.25,239.63,0,1,0,0,4.72,26.48
501078,28.28,250.31,0,1,0,1,9.97,6.54
501079,17.58,205.51,1,1,1,1,8.5,0.0
501080,9.5,149.52,1,0,0,0,5.86,24.36
501081,20.74,313.41,0,0,0,0,5.98,16.03
501082,16.76,206.89,1,0,0,0,6.87,11.05
501083,16.95,167.51,0,0,0,1,7.58,16.06
501084,21.33,496.52,1,0,1,0,8.47,12.78
501085,22.84,205.8,1,1,0,0,4.09,38.9
501086,18.25,401.1,1,1,0,0,7.29,5.72
501087,17.58,431.98,0,1,0,0,2.69,41.26
501088,32.44,446.68,0,1,0,0,6.18,17.76
501089,26.4,321.75,0,1,0,1,9.12,11.21
501090,23.83,219.92,0,0,0,0,3.95,45.84
501091,18.92,212.39,0,1,0,0,3.62,28.44
501092,10.96,192.36,1,1,0,0,6.9,22.78
501093,25.89,66.81,1,1,0,0,9.0,16.61
501094,19.01,326.68,0,1,0,0,7.09,21.32
501095,13.96,251.66,1,0,0,0,3.07,45.62
501096,16.3,346.42,0,1,0,0,3.47,31.21
501097,11.24,206.29,0,1,0,0,6.68,41.47
501098,25.4,317.12,0,0,0,0,4.38,40.63
501099,22.78,103.13,0,1,1,0,6.75,20.09
501100,19.27,115.65,0,1,1,0,6.85,7.02
501101,17.7,56.36,0,0,0,0,5.62,32.62
501102,13.24,204.33,0,1,1,1,9.77,4.39
501103,3.09,143.85,0,0,0,0,7.56,32.36
501104,8.11,133.86,1,0,0,0,8.68,25.18
501105,12.8,264.46,1,0,0,0,8.16,0.09
501106,11.75,174.09,0,0,0,0,6.23,30.24
501107,20.03,100.03,0,0,0,0,6.15,22.27
501108,23.68,891.81,0,1,0,0,5.96,20.12
501109,17.1,215.57,1,0,0,0,7.73,21.7
501110,27.86,121.25,0,0,0,0,5.33,38.23
501111,12.52,152.2,1,0,0,1,9.61,2.08
501112,17.05,200.02,0,1,0,0,5.16,33.35
501113,17.64,199.79,1,0,0,0,6.89,17.73
501114,25.65,450.26,0,0,1,0,6.09,38.23
501115,18.74,210.6,0,0,0,0,5.69,35.39
501116,18.93,610.33,1,1,0,0,10.0,1.21
501117,6.42,173.43,1,0,1,0,5.71,42.49
501118,11.7,278.15,1,0,0,0,5.95,14.68
501119,25.67,385.95,1,0,0,0,5.3,15.02
501120,3.47,424.52,1,1,0,0,6.57,15.54
501121,27.4,452.67,0,1,0,0,6.32,8.24
501122,21.5,189.43,0,0,0,0,4.49,26.63
501123,12.77,219.34,0,0,0,0,5.74,18.84
501124,12.18,56.26,0,0,1,0,7.6,19.38
501125,31.27,197.52,1,0,0,0,8.35,14.27
501126,27.88,400.94,1,0,0,0,6.54,20.52
501127,17.16,360.28,0,0,0,0,6.61,27.13
501128,18.94,209.78,0,1,0,0,5.85,8.22
501129,13.48,560.12,0,0,0,0,5.6,33.56
501130,18.94,178.11,0,0,0,0,4.84,39.21
501131,13.28,148.38,0,1,0,0,3.7,32.49
501132,17.45,170.06,0,0,0,0,5.24,27.65
501133,30.67,118.66,1,1,0,0,8.13,4.81
501134,17.33,309.81,0,1,0,0,5.74,31.62
501135,10.66,257.83,0,0,0,0,5.88,45.8
501136,8.44,307.7,1,0,0,0,5.84,26.46
501137,18.89,175.16,0,1,1,0,8.74,19.75
501138,12.67,213.08,0,0,0,0,4.83,38.82
501139,19.73,66.39,0,1,0,0,7.0,10.11
501140,6.66,270.58,1,0,0,0,6.38,27.8
501141,22.83,232.29,0,0,0,0,6.62,24.84
501142,10.58,120.1,0,0,0,0,6.94,11.95
501143,18.32,207.69,1,0,0,0,6.6,3.19
501144,15.63,190.91,0,1,0,0,7.93,23.82
501145,30.03,580.56,0,0,0,0,6.45,31.34
501146,19.2,122.73,1,1,1,0,9.64,0.0
501147,31.62,263.99,1,1,1,0,6.58,13.61
501148,21.93,120.75,0,0,0,0,3.43,33.45
501149,27.98,161.87,0,0,0,1,7.65,23.32
501150,16.54,256.18,0,1,0,0,7.21,18.57
501151,20.42,195.86,0,0,1,0,6.56,31.54
501152,26.53,219.28,0,0,0,0,6.03,33.05
501153,24.33,264.18,0,0,0,0,2.69,43.33
501154,21.72,167.69,1,0,0,0,3.0,34.92
501155,15.7,357.78,0,1,0,0,9.47,0.0
501156,16.89,185.98,0,0,0,0,5.45,31.84
501157,25.96,208.51,1,0,0,0,8.24,24.34
501158,27.42,268.37,0,1,0,0,3.61,24.95
501159,13.85,249.26,0,0,0,0,4.62,43.24
501160,12.79,313.55,0,0,0,0,7.72,28.98
501161,11.67,261.9,0,0,0,0,6.32,29.05
501162,23.81,284.75,1,0,0,0,7.47,16.66
501163,11.49,183.95,0,0,0,0,6.48,38.38
501164,23.72,122.22,0,0,0,0,6.13,26.8
501165,21.82,100.33,0,1,0,0,5.28,26.83
501166,14.18,87.77,0,0,0,0,4.35,28.91
501167,28.95,580.06,1,0,1,0,9.02,11.48
501168,7.76,65.14,1,1,0,0,9.32,26.53
501169,29.62,424.19,1,0,1,0,4.63,5.98
501170,20.23,140.07,1,0,0,0,4.51,37.56
501171,3.49,422.49,0,0,0,1,5.87,37.21
501172,29.14,65.51,0,0,0,0,7.11,18.92
501173,24.81,193.32,1,0,0,0,6.17,0.0
501174,15.0,489.48,0,0,1,1,7.4,14.55
501175,11.25,325.67,1,0,0,0,6.41,26.07
501176,7.02,182.75,1,0,0,0,6.29,20.49
501177,34.91,75.56,0,1,1,1,10.0,0.0
501178,11.54,106.3,0,1,0,0,5.55,25.65
501179,9.15,472.32,0,0,1,1,9.45,29.15
501180,19.88,181.65,1,0,1,1,9.1,0.0
501181,6.53,211.48,0,0,1,0,7.41,22.5
501182,11.13,257.13,1,1,0,0,3.03,51.7
501183,24.96,107.45,0,1,1,0,6.56,32.47
501184,21.25,275.24,0,0,0,0,5.57,32.29
501185,15.3,174.66,1,1,1,0,6.54,15.9
501186,18.13,258.57,0,0,0,0,4.59,43.2
501187,14.9,160.08,0,1,1,0,7.86,0.0
501188,17.57,92.61,1,0,0,0,8.27,8.91
501189,12.67,173.92,1,0,0,1,8.61,14.0
501190,13.94,312.95,0,0,0,0,5.81,32.68
501191,13.73,273.24,0,0,0,0,4.59,50.64
501192,12.92,223.77,1,1,0,0,7.13,28.88
501193,25.31,360.54,1,0,1,0,9.66,21.03
501194,23.39,196.69,0,0,0,0,6.62,30.02
501195,11.47,226.92,1,0,0,0,7.31,31.8
501196,9.64,168.98,0,0,1,0,6.08,30.68
501197,16.9,372.33,0,0,1,0,5.59,37.61
501198,33.09,258.26,1,1,0,1,7.68,4.52
501199,10.81,161.95,0,0,1,0,6.31,28.92
501200,16.87,97.0,0,0,0,0,7.23,15.57
501201,18.62,403.98,1,0,0,0,7.41,18.42
501202,17.24,146.11,1,0,1,0,7.13,15.38
501203,14.79,228.89,1,0,0,0,7.5,30.96
501204,26.09,802.36,0,0,0,0,4.96,39.22
501205,21.18,341.88,0,1,0,0,4.85,38.7
501206,23.92,533.66,0,0,0,1,6.42,20.64
501207,22.13,163.64,1,0,0,0,6.47,24.04
501208,24.26,396.5,0,0,0,0,5.56,43.59
501209,29.09,223.25,0,0,0,0,6.93,18.33
501210,27.32,269.06,1,0,0,0,8.13,19.48
501211,34.27,668.54,0,0,0,0,8.64,18.98
501212,26.52,188.74,0,0,0,0,9.04,15.73
501213,13.31,222.34,0,0,0,0,4.13,38.17
501214,23.93,133.87,0,0,0,0,4.41,39.86
501215,22.97,358.63,0,0,1,0,5.98,22.79
501216,31.44,161.63,0,1,0,0,6.64,25.0
501217,11.23,386.11,1,0,0,0,6.07,11.81
501218,21.91,88.78,0,1,0,0,5.51,5.02
501219,13.23,297.49,0,1,0,0,5.95,35.24
501220,21.59,154.41,0,0,1,0,7.37,18.07
501221,16.5,328.79,0,1,0,0,4.11,33.34
501222,21.36,218.37,1,0,0,0,10.0,0.0
501223,8.13,163.89,0,0,0,0,6.54,28.92
501224,23.55,177.86,1,0,0,1,8.39,2.08
501225,19.44,137.82,1,0,0,0,5.46,37.58
501226,19.07,348.77,0,0,0,0,7.53,13.96
501227,31.65,123.58,1,0,0,0,6.68,9.36
501228,15.32,189.94,0,1,0,0,8.04,10.84
501229,20.4,266.0,0,0,0,0,6.14,33.91
501230,18.7,534.35,1,0,1,0,9.29,21.13
501231,19.39,218.88,0,0,1,0,3.81,35.37
501232,33.55,192.53,0,0,0,1,8.21,1.52
501233,18.45,255.73,0,0,0,0,6.71,27.44
501234,14.03,70.33,0,0,0,0,4.67,21.35
501235,31.1,113.79,0,1,0,1,10.0,5.73
501236,15.85,178.96,0,0,0,0,9.83,15.67
501237,6.76,148.64,1,0,0,0,2.77,31.95
501238,12.81,91.21,0,0,0,0,6.82,29.74
501239,9.27,352.63,1,0,0,0,7.77,32.4
501240,5.4,253.79,1,0,0,0,7.3,21.8
501241,15.46,237.64,1,0,0,0,9.23,15.72
501242,17.51,150.19,0,1,0,1,8.85,4.86
501243,26.26,229.82,1,0,0,0,6.98,10.18
501244,22.41,291.95,1,1,1,0,10.0,0.0
501245,22.09,190.17,1,0,0,0,8.19,15.35
501246,11.75,280.94,1,0,0,0,5.87,22.37
501247,24.19,142.0,0,0,0,0,5.51,30.79
501248,27.74,232.12,1,1,1,1,8.74,0.0
501249,20.76,412.4,1,0,0,0,5.07,26.12
501250,20.96,433.22,0,0,0,0,5.76,38.84
501251,9.15,456.6,1,1,0,0,6.07,11.82
501252,25.38,257.42,0,0,1,0,7.14,13.76
501253,30.47,223.86,0,0,0,0,6.15,7.89
501254,20.26,171.88,0,0,0,0,4.13,47.47
501255,13.84,81.41,1,0,0,0,8.59,14.54
501256,16.87,105.0,0,0,0,0,5.77,26.22
501257,15.06,200.58,0,0,1,0,10.0,8.2
501258,15.48,207.28,0,0,1,0,7.05,12.18
501259,22.54,478.35,1,0,0,0,8.78,4.67
501260,19.96,453.4,0,0,0,0,7.64,23.52
501261,25.03,150.82,1,1,0,0,8.87,15.24
501262,20.6,345.06,0,0,1,0,7.53,23.28
501263,11.95,169.23,0,0,0,0,6.92,35.48
501264,14.5,320.24,0,1,0,1,8.47,16.65
501265,14.06,342.73,0,0,0,1,10.0,8.28
501266,16.69,435.62,1,0,0,0,6.01,11.71
501267,30.56,167.78,1,1,0,0,7.93,10.56
501268,31.68,384.33,0,0,0,0,6.49,33.33
501269,23.86,78.54,1,0,1,0,7.41,8.8
501270,18.83,448.79,0,0,0,0,6.58,34.75
501271,8.47,216.99,0,0,0,0,2.62,51.67
501272,19.54,219.55,0,1,0,0,6.14,29.44
501273,12.47,71.74,1,0,0,0,8.3,12.08
501274,29.41,177.66,0,0,0,1,5.12,40.64
501275,6.76,463.66,0,0,0,0,8.16,9.85
501276,20.69,173.98,0,0,1,1,6.83,23.7
501277,11.88,325.72,0,1,0,0,6.16,29.33
501278,17.93,224.22,1,1,0,0,8.13,5.78
501279,22.66,394.69,0,0,0,0,7.73,29.68
501280,25.15,244.44,1,1,0,0,7.26,37.35
501281,17.58,131.78,0,0,0,0,8.33,24.58
501282,23.33,226.94,1,0,0,1,6.87,21.02
501283,13.36,530.75,1,1,1,0,3.54,8.19
501284,19.72,289.26,1,0,0,0,5.82,39.85
501285,25.02,206.35,1,0,0,0,3.25,6.76
501286,20.32,760.74,0,1,0,1,7.68,2.72
501287,14.29,416.21,0,0,0,0,8.11,31.05
501288,16.05,344.75,1,1,0,0,8.2,13.2
501289,25.11,261.95,1,0,0,1,7.38,5.26
501290,10.36,328.74,0,0,0,0,8.24,16.4
501291,11.39,334.67,1,0,0,0,3.66,28.61
501292,22.21,66.23,0,0,1,0,6.31,25.34
501293,14.93,273.37,1,0,0,0,3.95,33.26
501294,7.83,201.38,0,0,1,0,5.86,36.13
501295,27.46,167.13,0,1,0,0,9.41,0.0
501296,10.3,197.58,1,1,1,1,8.47,0.0
501297,16.6,93.5,0,1,0,1,7.69,10.5
501298,13.66,81.54,0,0,0,0,6.17,37.81
501299,15.92,436.68,0,0,0,0,4.71,25.35
501300,11.81,283.67,0,1,0,0,6.84,14.94
501301,23.0,58.35,0,0,1,1,8.5,1.6
501302,18.78,160.23,0,0,0,0,7.24,39.01
501303,24.89,357.07,0,1,0,0,3.65,36.96
501304,13.74,188.6,1,1,0,0,6.69,10.67
501305,32.93,436.32,0,0,0,0,3.06,37.79
501306,4.67,391.89,0,1,0,0,7.95,13.7
501307,6.9,104.32,1,0,1,0,5.25,23.31
501308,30.27,203.32,1,0,0,0,4.3,23.92
501309,21.32,171.95,1,0,1,0,7.97,20.7
501310,20.39,102.47,1,0,0,0,7.51,14.97
501311,21.02,98.87,1,1,0,0,6.92,9.58
501312,22.0,141.22,1,0,0,1,10.0,5.75
501313,20.1,154.64,1,0,1,0,7.64,12.59
501314,11.24,257.08,0,0,0,0,5.34,27.1
501315,23.73,390.7,1,0,0,0,7.43,22.21
501316,22.62,291.82,1,1,0,0,5.99,23.18
501317,28.0,332.4,1,0,1,1,8.78,2.83
501318,30.35,189.99,1,0,0,1,7.01,6.42
501319,20.31,306.52,1,0,1,0,7.18,1.27
501320,9.41,202.76,0,0,0,0,3.9,46.24
501321,30.41,172.57,1,0,1,0,6.61,26.49
501322,10.87,624.55,1,0,0,0,6.4,37.39
501323,20.37,61.06,0,0,0,0,4.66,20.86
501324,16.2,78.52,0,1,0,0,6.1,22.19
501325,14.99,271.54,0,0,1,0,7.28,28.54
501326,23.35,190.16,1,0,0,0,6.49,20.2
501327,19.71,99.81,0,0,0,0,3.96,25.9
501328,21.59,123.17,0,0,0,0,6.01,36.49
501329,12.29,132.32,0,1,0,0,5.66,21.42
501330,16.78,359.39,0,0,0,0,6.85,23.16
501331,12.61,428.57,0,1,0,0,6.65,13.56
501332,16.61,542.07,0,1,0,0,5.76,34.93
501333,17.17,91.81,1,0,0,0,5.69,16.07
501334,30.91,103.72,0,1,0,0,6.62,23.08
501335,16.18,99.89,0,0,1,1,8.23,19.68
501336,3.12,446.97,0,0,0,0,7.0,22.49
501337,27.77,276.75,1,1,0,0,9.06,0.0
501338,21.14,229.92,1,1,1,1,8.54,10.62
501339,17.08,249.62,1,1,0,0,9.19,6.96
501340,14.94,213.24,0,0,1,1,8.96,0.64
501341,11.37,118.75,1,1,0,0,9.31,22.35
501342,31.57,291.74,1,0,0,0,4.42,22.33
501343,18.36,198.59,1,0,0,1,7.67,3.21
501344,5.84,113.69,1,1,0,0,8.69,3.76
501345,20.29,301.72,0,1,0,1,9.02,9.13
501346,26.44,174.07,0,0,0,0,5.11,31.63
501347,19.1,249.32,1,1,1,0,7.68,5.75
501348,11.69,205.39,0,0,0,0,6.64,47.34
501349,11.06,359.2,0,1,0,1,9.82,2.78
501350,11.58,248.32,0,0,1,0,4.0,21.43
501351,28.65,135.31,0,0,1,0,5.12,19.6
501352,17.5,262.63,1,0,1,0,3.24,20.59
501353,6.25,267.39,1,0,0,0,6.76,23.37
501354,20.69,291.45,1,0,1,1,10.0,0.0
501355,18.99,388.91,0,0,0,0,6.42,28.89
501356,14.86,156.78,0,0,0,0,6.68,31.64
501357,10.86,317.66,1,0,0,0,7.49,13.45
501358,10.55,85.2,0,1,0,0,6.29,21.23
501359,25.61,205.95,0,0,0,0,7.16,25.8
501360,19.73,189.15,0,0,0,1,7.21,25.29
501361,21.35,487.82,0,0,0,0,4.98,32.8
501362,19.71,201.87,1,0,0,1,6.33,12.58
501363,20.29,307.36,0,0,0,0,7.84,11.99
501364,14.72,83.48,0,0,1,0,8.17,8.5
501365,16.56,181.3,0,1,0,1,8.84,18.0
501366,26.15,138.12,0,0,0,0,7.1,19.26
501367,27.9,858.48,1,1,0,0,7.14,28.56
501368,9.45,152.46,0,0,0,0,7.85,22.52
501369,16.54,229.05,1,0,0,0,5.43,0.0
501370,23.87,235.86,0,0,0,0,5.36,29.68
501371,31.17,91.78,1,0,0,0,6.28,40.87
501372,30.47,164.73,1,0,0,0,4.2,43.64
501373,12.43,274.86,1,0,0,0,7.23,24.88
501374,26.93,230.62,0,1,0,0,8.39,23.32
501375,18.41,62.08,0,1,0,0,5.22,30.31
501376,25.31,161.06,1,1,1,0,7.28,12.83
501377,23.52,385.71,0,0,0,0,5.37,33.62
501378,9.15,304.04,1,1,0,0,4.67,46.33
501379,21.85,429.9,1,1,0,1,10.0,0.0
501380,25.04,127.93,1,0,0,1,4.7,15.35
501381,17.86,445.03,0,0,0,0,4.2,40.8
501382,16.28,214.69,0,1,0,0,6.89,26.16
501383,7.0,528.13,0,0,0,0,6.98,26.85
501384,22.79,220.4,0,1,0,1,7.7,8.19
501385,19.46,71.34,0,1,1,0,10.0,13.16
501386,11.54,350.98,1,0,0,0,5.1,36.51
501387,15.72,172.38,0,0,0,0,5.46,42.13
501388,19.08,178.88,1,1,0,0,9.4,14.38
501389,14.09,98.93,1,1,0,0,8.19,0.0
501390,18.02,536.91,0,1,0,0,7.94,24.82
501391,5.75,165.18,0,0,0,0,5.44,16.21
501392,27.45,523.17,1,1,0,0,8.53,3.54
501393,18.11,173.55,1,1,1,0,7.95,9.75
501394,10.3,132.07,1,0,0,0,6.84,12.91
501395,1.0,454.58,0,0,0,0,5.45,16.96
501396,25.2,211.3,1,0,0,0,6.69,36.36
501397,21.91,212.44,0,0,1,1,9.47,0.0
501398,19.47,108.72,1,0,0,0,4.53,26.1
501399,24.05,171.05,1,0,0,0,5.06,24.57
501400,24.03,278.5,1,0,0,0,5.37,22.37
501401,19.36,107.67,0,1,1,0,5.76,14.83
501402,16.22,163.55,1,0,0,1,6.47,20.07
501403,15.08,174.58,0,1,1,0,8.23,21.86
501404,20.95,228.19,1,0,0,1,7.33,20.36
501405,27.78,496.4,0,1,0,1,6.61,6.69
501406,17.28,186.54,0,0,0,0,7.0,30.34
501407,28.34,150.48,0,1,0,0,7.62,20.24
501408,20.61,996.38,0,0,0,0,3.47,32.98
501409,20.66,173.36,1,0,0,0,8.43,28.03
501410,34.84,198.1,0,1,0,0,5.01,30.28
501411,29.57,180.7,0,0,0,0,5.7,42.54
501412,29.75,188.94,1,1,1,0,7.11,10.37
501413,12.42,229.61,0,0,0,1,6.36,27.63
501414,33.35,365.06,1,1,0,1,7.38,14.24
501415,17.42,274.74,0,0,0,0,6.76,35.8
501416,16.41,397.83,0,0,0,0,5.98,49.94
501417,2.89,390.66,1,0,1,0,9.25,15.1
501418,20.28,246.74,1,0,0,1,7.77,0.58
501419,10.42,270.59,0,0,0,0,7.04,27.85
501420,20.86,404.82,0,0,0,0,7.75,8.64
501421,9.87,119.4,0,0,0,0,5.23,34.59
501422,30.58,869.26,1,1,1,0,10.0,0.0
501423,21.86,165.95,0,0,0,0,4.54,42.08
501424,33.96,181.38,1,0,0,0,6.7,31.04
501425,10.84,112.97,0,1,0,0,5.98,34.87
501426,28.84,114.83,1,0,1,0,5.92,13.72
501427,5.38,375.91,1,0,0,1,5.68,14.69
501428,19.46,766.81,0,0,0,0,5.11,22.74
501429,13.58,161.04,1,1,0,0,8.64,20.58
501430,14.86,266.31,0,1,0,0,4.33,27.63
501431,14.38,248.32,0,0,1,0,8.27,7.54
501432,11.6,381.37,1,0,0,1,7.67,15.82
501433,9.18,745.4,0,0,0,1,5.81,19.75
501434,14.9,507.84,0,0,0,0,7.46,9.61
501435,18.81,192.94,0,1,0,0,6.22,26.93
501436,26.15,294.26,0,0,0,0,4.52,41.26
501437,20.07,310.77,0,0,1,0,4.54,30.29
501438,26.17,217.58,0,1,1,0,7.68,20.33
501439,7.65,120.41,1,0,0,0,7.59,23.61
501440,14.97,141.78,1,1,0,0,6.94,24.23
501441,22.98,413.69,0,1,1,0,5.8,29.85
501442,20.4,437.84,1,1,0,0,6.16,34.0
501443,11.97,196.26,1,0,0,0,5.91,25.07
501444,24.54,253.97,1,0,0,0,3.36,34.66
501445,14.28,425.01,0,1,0,0,6.61,23.34
501446,12.56,86.17,0,0,0,0,7.44,20.63
501447,21.41,172.11,0,0,0,1,6.62,13.94
501448,18.04,667.44,1,1,0,0,9.68,1.21
501449,14.34,259.37,0,1,0,0,4.69,36.07
501450,14.1,118.22,0,0,0,0,5.31,46.1
501451,10.51,234.66,1,1,1,0,6.74,15.88
501452,15.23,385.84,1,0,0,0,6.94,28.31
501453,25.7,54.22,1,0,0,0,3.08,32.54
501454,19.71,242.4,0,1,0,0,7.58,16.71
501455,24.71,179.25,0,0,1,0,6.95,37.99
501456,21.61,89.17,0,0,0,0,2.69,35.86
501457,13.71,230.14,1,1,0,1,6.29,3.04
501458,6.46,204.09,0,0,0,0,5.04,34.1
501459,11.51,217.1,0,1,1,1,5.68,29.97
501460,13.3,181.65,1,0,0,0,4.09,32.33
501461,12.76,125.45,1,0,1,0,7.25,20.82
501462,24.87,98.84,0,1,1,0,9.67,1.51
501463,24.79,150.47,0,0,0,0,6.98,10.41
501464,33.48,352.91,0,0,0,0,2.61,36.47
501465,12.65,250.09,0,0,0,0,7.01,24.9
501466,29.18,211.79,0,0,1,0,6.15,31.35
501467,29.14,124.18,1,0,1,0,4.52,32.52
501468,16.37,179.11,1,0,0,0,7.14,17.18
501469,21.31,329.99,1,1,0,0,8.08,17.1
501470,26.69,290.4,0,0,0,1,5.3,50.59
501471,17.59,169.21,1,0,0,0,3.54,20.58
501472,17.05,52.32,1,0,0,0,2.88,20.31
501473,13.61,151.78,1,0,0,0,5.3,43.02
501474,1.48,168.7,0,0,0,0,6.22,26.37
501475,18.49,133.58,0,0,0,0,5.57,27.8
501476,13.03,175.28,0,0,0,0,5.27,42.7
501477,10.47,344.72,1,1,0,0,7.52,0.0
501478,20.96,215.53,0,0,1,0,7.33,18.96
501479,7.84,379.16,1,1,0,0,6.86,14.83
501480,23.64,95.97,0,0,0,0,7.97,27.16
501481,21.39,186.02,1,0,0,0,5.32,30.35
501482,15.2,75.73,0,0,0,0,4.53,28.52
501483,17.56,173.99,0,0,0,0,5.56,25.08
501484,9.67,123.78,0,1,0,0,5.44,29.57
501485,23.25,445.11,1,1,0,0,2.81,25.2
501486,19.31,275.61,1,0,0,0,5.52,16.17
501487,19.83,384.44,0,1,0,1,8.49,14.14
501488,21.51,173.73,0,1,0,1,7.94,0.0
501489,13.5,125.56,0,0,0,0,7.45,29.69
501490,7.37,123.38,0,0,0,0,6.74,30.86
501491,24.7,254.58,1,1,0,0,9.11,15.95
501492,22.82,595.39,0,1,0,0,4.59,29.04
501493,14.25,276.01,0,0,0,0,4.76,45.78
501494,20.86,179.02,0,0,0,0,8.52,16.72
501495,26.81,198.3,1,0,0,0,6.55,26.81
501496,25.97,216.25,1,0,0,0,5.29,15.43
501497,14.05,670.67,0,0,0,0,7.49,10.86
501498,7.58,433.6,1,0,0,0,5.71,33.43
501499,8.78,253.81,1,0,0,0,4.99,20.42
